@relation handgrasp_object_detection

@attribute T_y real
@attribute T_p real
@attribute T_r real
@attribute I_y real
@attribute I_p real
@attribute I_r real
@attribute M_y real
@attribute M_p real
@attribute M_r real
@attribute R_y real
@attribute R_p real
@attribute R_r real
@attribute P_y real
@attribute P_p real
@attribute P_r real
@attribute B_y real
@attribute B_p real
@attribute B_r real
@attribute Class {bottle_hold,pen_hold,cup_carry,phone_answer,unleash_pen,screw_driver}

@data
288.07, -16.47, 105.75, 259.31, -10.29, 109.55, 159.20, 22.27, 117.68, 227.59, -13.07, 99.32,292.85, -16.46, 111.61,269.97, -6.89, 17.21,cup_carry
288.09, -16.46, 105.77, 259.34, -10.29, 109.56, 159.22, 22.31, 117.64, 227.59, -13.05, 99.32,292.86, -16.44, 111.62,269.98, -6.76, 17.22,cup_carry
288.10, -16.45, 105.78, 259.35, -10.29, 109.59, 159.25, 22.33, 117.65, 227.56, -13.08, 99.37,292.85, -16.51, 111.61,269.97, -6.88, 17.22,cup_carry
288.09, -16.49, 105.81, 259.35, -10.31, 109.63, 159.35, 22.36, 117.66, 227.58, -13.07, 99.40,292.86, -16.54, 111.63,269.99, -6.84, 17.25,cup_carry
288.09, -16.51, 105.84, 259.37, -10.31, 109.65, 159.46, 22.38, 117.68, 227.60, -13.06, 99.40,292.86, -16.54, 111.64,269.97, -6.93, 17.25,cup_carry
288.08, -16.52, 105.85, 259.37, -10.33, 109.66, 159.53, 22.39, 117.69, 227.59, -13.07, 99.40,292.85, -16.52, 111.67,269.97, -6.90, 17.22,cup_carry
288.07, -16.54, 105.88, 259.39, -10.32, 109.68, 159.57, 22.42, 117.68, 227.60, -13.05, 99.39,292.88, -16.52, 111.66,269.96, -6.89, 17.31,cup_carry
288.09, -16.55, 105.86, 259.42, -10.31, 109.66, 159.63, 22.42, 117.71, 227.59, -13.07, 99.39,292.93, -16.53, 111.63,270.01, -6.72, 17.22,cup_carry
288.11, -16.55, 105.84, 259.44, -10.32, 109.66, 159.67, 22.44, 117.71, 227.60, -13.07, 99.40,292.91, -16.56, 111.62,269.99, -6.81, 17.27,cup_carry
288.13, -16.57, 105.85, 259.46, -10.34, 109.68, 159.74, 22.46, 117.74, 227.59, -13.08, 99.44,292.93, -16.61, 111.61,270.01, -6.77, 17.24,cup_carry
288.13, -16.59, 105.87, 259.48, -10.36, 109.72, 159.82, 22.49, 117.74, 227.60, -13.08, 99.48,292.95, -16.66, 111.60,270.03, -6.77, 17.28,cup_carry
288.15, -16.60, 105.88, 259.51, -10.36, 109.74, 159.87, 22.53, 117.74, 227.59, -13.08, 99.50,292.95, -16.68, 111.61,270.01, -6.88, 17.32,cup_carry
288.15, -16.62, 105.90, 259.53, -10.37, 109.77, 159.94, 22.56, 117.74, 227.59, -13.08, 99.53,292.95, -16.69, 111.58,270.00, -6.90, 17.36,cup_carry
288.17, -16.64, 105.85, 259.56, -10.37, 109.73, 160.02, 22.54, 117.80, 227.61, -13.09, 99.50,292.96, -16.69, 111.56,269.98, -7.02, 17.35,cup_carry
288.20, -16.64, 105.84, 259.58, -10.37, 109.72, 160.10, 22.54, 117.82, 227.62, -13.09, 99.48,292.96, -16.67, 111.58,269.99, -6.92, 17.36,cup_carry
288.22, -16.64, 105.84, 259.62, -10.36, 109.71, 160.18, 22.54, 117.85, 227.62, -13.09, 99.47,292.98, -16.67, 111.56,270.00, -6.87, 17.41,cup_carry
288.23, -16.66, 105.81, 259.64, -10.37, 109.70, 160.20, 22.55, 117.86, 227.60, -13.09, 99.45,292.99, -16.68, 111.54,269.99, -6.99, 17.39,cup_carry
288.24, -16.65, 105.82, 259.66, -10.37, 109.70, 160.26, 22.56, 117.84, 227.62, -13.08, 99.44,293.00, -16.65, 111.57,269.98, -6.91, 17.38,cup_carry
288.26, -16.65, 105.84, 259.69, -10.38, 109.71, 160.34, 22.59, 117.86, 227.64, -13.08, 99.45,293.02, -16.69, 111.55,270.00, -6.83, 17.36,cup_carry
288.26, -16.68, 105.83, 259.69, -10.41, 109.72, 160.44, 22.59, 117.90, 227.64, -13.10, 99.49,293.04, -16.73, 111.53,270.00, -6.98, 17.35,cup_carry
288.26, -16.71, 105.84, 259.72, -10.41, 109.74, 160.50, 22.62, 117.88, 227.68, -13.07, 99.47,293.05, -16.72, 111.54,269.98, -7.05, 17.41,cup_carry
288.28, -16.69, 105.84, 259.74, -10.41, 109.73, 160.55, 22.62, 117.90, 227.68, -13.07, 99.46,293.05, -16.71, 111.55,269.99, -7.04, 17.34,cup_carry
288.31, -16.70, 105.84, 259.76, -10.42, 109.74, 160.62, 22.64, 117.90, 227.70, -13.06, 99.45,293.07, -16.71, 111.54,270.00, -6.95, 17.35,cup_carry
288.34, -16.70, 105.85, 259.79, -10.44, 109.74, 160.72, 22.66, 117.92, 227.71, -13.08, 99.49,293.09, -16.76, 111.52,270.01, -6.97, 17.35,cup_carry
288.35, -16.72, 105.85, 259.82, -10.46, 109.76, 160.81, 22.67, 117.95, 227.71, -13.09, 99.51,293.09, -16.78, 111.52,270.00, -7.10, 17.35,cup_carry
288.36, -16.72, 105.86, 259.83, -10.46, 109.78, 160.88, 22.68, 117.95, 227.73, -13.08, 99.52,293.11, -16.76, 111.54,269.98, -7.12, 17.38,cup_carry
288.38, -16.71, 105.88, 259.88, -10.45, 109.78, 160.92, 22.70, 117.95, 227.75, -13.07, 99.50,293.14, -16.74, 111.52,270.01, -6.98, 17.40,cup_carry
288.44, -16.70, 105.84, 259.91, -10.46, 109.75, 160.96, 22.69, 117.99, 227.72, -13.09, 99.50,293.17, -16.77, 111.48,270.06, -6.86, 17.26,cup_carry
288.46, -16.70, 105.83, 259.92, -10.47, 109.77, 161.02, 22.72, 118.00, 227.72, -13.09, 99.52,293.15, -16.78, 111.50,270.04, -6.95, 17.32,cup_carry
288.48, -16.70, 105.86, 259.97, -10.45, 109.78, 161.10, 22.74, 118.01, 227.73, -13.09, 99.53,293.16, -16.81, 111.49,270.05, -6.99, 17.32,cup_carry
288.50, -16.70, 105.85, 260.01, -10.45, 109.78, 161.18, 22.75, 118.02, 227.71, -13.10, 99.55,293.18, -16.83, 111.48,270.04, -7.05, 17.34,cup_carry
288.53, -16.70, 105.86, 260.04, -10.45, 109.80, 161.25, 22.76, 118.04, 227.71, -13.10, 99.56,293.18, -16.82, 111.48,270.04, -7.05, 17.36,cup_carry
288.55, -16.70, 105.85, 260.05, -10.45, 109.79, 161.32, 22.77, 118.04, 227.72, -13.10, 99.56,293.19, -16.82, 111.49,270.06, -7.00, 17.32,cup_carry
288.57, -16.69, 105.87, 260.08, -10.45, 109.80, 161.39, 22.78, 118.04, 227.73, -13.09, 99.55,293.18, -16.81, 111.51,270.05, -7.02, 17.34,cup_carry
288.59, -16.68, 105.89, 260.10, -10.46, 109.82, 161.43, 22.79, 118.04, 227.71, -13.11, 99.57,293.17, -16.84, 111.50,270.05, -7.02, 17.36,cup_carry
288.59, -16.70, 105.89, 260.11, -10.48, 109.83, 161.47, 22.82, 118.04, 227.70, -13.12, 99.60,293.17, -16.86, 111.50,270.04, -7.07, 17.38,cup_carry
288.59, -16.71, 105.92, 260.13, -10.49, 109.86, 161.56, 22.86, 118.03, 227.72, -13.10, 99.59,293.16, -16.85, 111.53,270.03, -7.09, 17.43,cup_carry
288.60, -16.71, 105.94, 260.15, -10.49, 109.85, 161.66, 22.85, 118.07, 227.72, -13.12, 99.55,293.17, -16.84, 111.54,270.03, -7.19, 17.40,cup_carry
288.63, -16.71, 105.91, 260.17, -10.49, 109.84, 161.71, 22.84, 118.09, 227.74, -13.10, 99.56,293.19, -16.82, 111.54,270.10, -7.01, 17.32,cup_carry
288.68, -16.64, 105.93, 260.25, -10.43, 109.83, 161.75, 22.86, 118.03, 227.77, -13.06, 99.50,293.18, -16.76, 111.57,270.09, -6.89, 17.31,cup_carry
288.70, -16.65, 105.88, 260.27, -10.44, 109.78, 161.82, 22.81, 118.13, 227.75, -13.09, 99.47,293.20, -16.76, 111.54,270.14, -6.76, 17.20,cup_carry
288.72, -16.65, 105.88, 260.28, -10.46, 109.79, 161.88, 22.82, 118.14, 227.75, -13.09, 99.49,293.19, -16.77, 111.56,270.12, -6.84, 17.23,cup_carry
288.73, -16.63, 105.90, 260.30, -10.44, 109.80, 161.96, 22.82, 118.16, 227.74, -13.09, 99.46,293.22, -16.76, 111.54,270.14, -6.83, 17.25,cup_carry
288.77, -16.64, 105.85, 260.33, -10.46, 109.75, 162.03, 22.81, 118.19, 227.73, -13.10, 99.46,293.26, -16.77, 111.52,270.12, -6.88, 17.31,cup_carry
288.79, -16.65, 105.84, 260.33, -10.48, 109.76, 162.08, 22.82, 118.20, 227.72, -13.11, 99.46,293.25, -16.79, 111.52,270.10, -7.03, 17.33,cup_carry
288.80, -16.65, 105.87, 260.38, -10.46, 109.77, 162.16, 22.85, 118.19, 227.73, -13.09, 99.46,293.25, -16.80, 111.52,270.11, -6.89, 17.35,cup_carry
288.82, -16.65, 105.86, 260.39, -10.47, 109.77, 162.23, 22.84, 118.24, 227.72, -13.10, 99.46,293.28, -16.82, 111.51,270.15, -6.92, 17.27,cup_carry
288.84, -16.65, 105.85, 260.43, -10.45, 109.75, 162.29, 22.84, 118.25, 227.72, -13.10, 99.43,293.29, -16.78, 111.51,270.15, -6.94, 17.25,cup_carry
288.87, -16.63, 105.84, 260.48, -10.44, 109.74, 162.33, 22.85, 118.24, 227.72, -13.10, 99.43,293.31, -16.79, 111.49,270.14, -6.98, 17.28,cup_carry
288.87, -16.65, 105.82, 260.47, -10.48, 109.75, 162.38, 22.85, 118.29, 227.69, -13.12, 99.46,293.30, -16.82, 111.48,270.18, -6.99, 17.21,cup_carry
288.89, -16.65, 105.83, 260.51, -10.47, 109.77, 162.46, 22.88, 118.25, 227.72, -13.10, 99.45,293.30, -16.79, 111.52,270.18, -6.90, 17.25,cup_carry
288.90, -16.65, 105.89, 260.57, -10.46, 109.80, 162.58, 22.91, 118.24, 227.73, -13.10, 99.48,293.29, -16.83, 111.51,270.16, -6.92, 17.34,cup_carry
288.93, -16.66, 105.87, 260.58, -10.48, 109.80, 162.65, 22.91, 118.31, 227.72, -13.13, 99.51,293.30, -16.87, 111.48,270.16, -7.06, 17.33,cup_carry
288.95, -16.68, 105.86, 260.62, -10.48, 109.81, 162.72, 22.93, 118.32, 227.75, -13.12, 99.51,293.30, -16.86, 111.49,270.16, -7.01, 17.34,cup_carry
288.94, -16.68, 105.87, 260.63, -10.49, 109.81, 162.80, 22.93, 118.31, 227.77, -13.12, 99.50,293.31, -16.86, 111.50,270.18, -6.94, 17.36,cup_carry
288.95, -16.69, 105.88, 260.66, -10.48, 109.82, 162.83, 22.95, 118.32, 227.75, -13.12, 99.51,293.34, -16.87, 111.49,270.22, -6.74, 17.32,cup_carry
288.98, -16.69, 105.89, 260.68, -10.49, 109.84, 162.87, 22.97, 118.31, 227.75, -13.12, 99.54,293.34, -16.89, 111.49,270.20, -6.85, 17.36,cup_carry
288.99, -16.70, 105.91, 260.69, -10.52, 109.87, 162.90, 23.01, 118.31, 227.74, -13.13, 99.57,293.34, -16.94, 111.47,270.18, -6.93, 17.41,cup_carry
289.00, -16.71, 105.90, 260.67, -10.56, 109.87, 162.92, 23.03, 118.32, 227.71, -13.16, 99.58,293.36, -16.96, 111.45,270.19, -7.01, 17.41,cup_carry
289.02, -16.72, 105.90, 260.69, -10.57, 109.87, 162.98, 23.04, 118.32, 227.73, -13.15, 99.59,293.37, -16.97, 111.44,270.17, -7.11, 17.44,cup_carry
289.05, -16.70, 105.90, 260.74, -10.55, 109.88, 163.02, 23.04, 118.31, 227.72, -13.15, 99.59,293.38, -16.96, 111.44,270.16, -7.19, 17.45,cup_carry
289.07, -16.69, 105.91, 260.78, -10.54, 109.88, 163.05, 23.06, 118.29, 227.71, -13.15, 99.59,293.39, -16.96, 111.44,270.16, -7.15, 17.38,cup_carry
289.07, -16.70, 105.93, 260.79, -10.55, 109.90, 163.12, 23.08, 118.29, 227.72, -13.15, 99.62,293.36, -16.96, 111.48,270.14, -7.18, 17.43,cup_carry
289.08, -16.71, 105.97, 260.81, -10.55, 109.93, 163.19, 23.08, 118.35, 227.72, -13.15, 99.62,293.36, -16.95, 111.47,270.15, -7.17, 17.45,cup_carry
289.11, -16.71, 105.93, 260.83, -10.55, 109.91, 163.26, 23.07, 118.38, 227.71, -13.16, 99.60,293.36, -16.92, 111.49,270.16, -7.24, 17.40,cup_carry
289.12, -16.70, 105.95, 260.87, -10.52, 109.92, 163.30, 23.10, 118.31, 227.76, -13.10, 99.54,293.35, -16.84, 111.53,270.14, -7.15, 17.42,cup_carry
289.16, -16.65, 105.94, 260.93, -10.48, 109.88, 163.35, 23.07, 118.36, 227.74, -13.12, 99.50,293.34, -16.84, 111.51,270.17, -7.01, 17.34,cup_carry
289.18, -16.66, 105.91, 260.94, -10.49, 109.88, 163.41, 23.07, 118.40, 227.71, -13.14, 99.52,293.36, -16.88, 111.48,270.18, -7.04, 17.29,cup_carry
289.19, -16.69, 105.90, 260.97, -10.49, 109.89, 163.48, 23.08, 118.43, 227.71, -13.14, 99.53,293.36, -16.87, 111.47,270.17, -7.12, 17.29,cup_carry
289.22, -16.68, 105.86, 260.99, -10.48, 109.86, 163.52, 23.07, 118.44, 227.70, -13.13, 99.50,293.34, -16.83, 111.51,270.16, -7.05, 17.34,cup_carry
289.21, -16.69, 105.90, 261.00, -10.47, 109.90, 163.57, 23.10, 118.43, 227.70, -13.12, 99.54,293.34, -16.88, 111.49,270.16, -6.98, 17.39,cup_carry
289.22, -16.71, 105.90, 261.01, -10.50, 109.91, 163.62, 23.11, 118.46, 227.67, -13.14, 99.56,293.35, -16.91, 111.48,270.14, -7.12, 17.37,cup_carry
289.21, -16.73, 105.92, 261.02, -10.51, 109.93, 163.65, 23.13, 118.43, 227.68, -13.13, 99.56,293.33, -16.87, 111.53,270.14, -7.04, 17.42,cup_carry
289.22, -16.71, 105.95, 261.05, -10.50, 109.92, 163.69, 23.15, 118.41, 227.68, -13.12, 99.54,293.34, -16.89, 111.50,270.12, -7.06, 17.47,cup_carry
289.25, -16.72, 105.91, 261.04, -10.52, 109.89, 163.76, 23.12, 118.48, 227.65, -13.14, 99.53,293.35, -16.89, 111.48,270.15, -7.07, 17.35,cup_carry
289.27, -16.72, 105.89, 261.08, -10.52, 109.87, 163.83, 23.12, 118.48, 227.67, -13.12, 99.49,293.36, -16.84, 111.49,270.13, -7.13, 17.39,cup_carry
289.30, -16.71, 105.88, 261.13, -10.49, 109.85, 163.89, 23.11, 118.49, 227.67, -13.13, 99.48,293.37, -16.84, 111.49,270.13, -7.19, 17.35,cup_carry
289.32, -16.71, 105.87, 261.16, -10.50, 109.83, 163.98, 23.10, 118.53, 227.69, -13.13, 99.45,293.37, -16.81, 111.50,270.12, -7.20, 17.36,cup_carry
289.34, -16.69, 105.87, 261.20, -10.50, 109.82, 164.06, 23.11, 118.55, 227.70, -13.12, 99.43,293.36, -16.82, 111.49,270.12, -7.14, 17.36,cup_carry
289.35, -16.70, 105.85, 261.21, -10.50, 109.81, 164.10, 23.10, 118.58, 227.67, -13.14, 99.43,293.38, -16.82, 111.48,270.13, -7.16, 17.31,cup_carry
289.39, -16.69, 105.85, 261.25, -10.50, 109.80, 164.10, 23.11, 118.56, 227.67, -13.13, 99.42,293.41, -16.80, 111.48,270.16, -6.98, 17.27,cup_carry
289.42, -16.68, 105.87, 261.28, -10.50, 109.83, 164.13, 23.15, 118.53, 227.68, -13.12, 99.45,293.43, -16.84, 111.48,270.13, -7.03, 17.33,cup_carry
289.42, -16.70, 105.89, 261.30, -10.52, 109.87, 164.19, 23.18, 118.55, 227.66, -13.14, 99.53,293.43, -16.93, 111.46,270.12, -7.11, 17.36,cup_carry
289.41, -16.74, 105.92, 261.30, -10.56, 109.92, 164.25, 23.22, 118.55, 227.66, -13.15, 99.60,293.42, -16.96, 111.47,270.14, -7.02, 17.41,cup_carry
289.41, -16.76, 105.95, 261.32, -10.56, 109.95, 164.29, 23.25, 118.54, 227.66, -13.15, 99.62,293.44, -16.97, 111.47,270.17, -6.95, 17.39,cup_carry
289.43, -16.77, 105.94, 261.36, -10.56, 109.96, 164.34, 23.26, 118.55, 227.66, -13.15, 99.61,293.47, -16.97, 111.44,270.22, -6.78, 17.34,cup_carry
289.47, -16.77, 105.91, 261.39, -10.56, 109.93, 164.41, 23.24, 118.60, 227.68, -13.15, 99.58,293.48, -16.96, 111.44,270.24, -6.81, 17.30,cup_carry
289.49, -16.77, 105.90, 261.40, -10.57, 109.92, 164.49, 23.24, 118.61, 227.69, -13.14, 99.56,293.48, -16.93, 111.46,270.24, -6.86, 17.28,cup_carry
289.51, -16.74, 105.92, 261.45, -10.55, 109.93, 164.54, 23.27, 118.60, 227.71, -13.12, 99.57,293.48, -16.92, 111.48,270.25, -6.75, 17.32,cup_carry
289.52, -16.75, 105.93, 261.47, -10.56, 109.94, 164.59, 23.28, 118.61, 227.71, -13.13, 99.59,293.50, -16.96, 111.45,270.25, -6.86, 17.37,cup_carry
289.55, -16.77, 105.91, 261.49, -10.58, 109.93, 164.68, 23.28, 118.68, 227.70, -13.14, 99.60,293.52, -16.98, 111.43,270.28, -6.88, 17.33,cup_carry
289.57, -16.78, 105.90, 261.52, -10.59, 109.92, 164.75, 23.27, 118.70, 227.71, -13.14, 99.58,293.52, -16.97, 111.43,270.27, -7.00, 17.34,cup_carry
289.61, -16.77, 105.88, 261.55, -10.58, 109.89, 164.77, 23.28, 118.67, 227.72, -13.12, 99.53,293.52, -16.91, 111.46,270.27, -6.89, 17.31,cup_carry
289.63, -16.74, 105.90, 261.57, -10.58, 109.90, 164.82, 23.29, 118.67, 227.73, -13.11, 99.53,293.53, -16.91, 111.47,270.28, -6.84, 17.30,cup_carry
289.64, -16.75, 105.90, 261.58, -10.61, 109.90, 164.88, 23.29, 118.71, 227.72, -13.12, 99.55,293.53, -16.94, 111.46,270.27, -6.99, 17.27,cup_carry
289.64, -16.76, 105.91, 261.61, -10.59, 109.92, 164.92, 23.31, 118.68, 227.73, -13.11, 99.54,293.51, -16.89, 111.51,270.28, -6.89, 17.29,cup_carry
289.63, -16.75, 105.95, 261.64, -10.58, 109.93, 164.96, 23.32, 118.64, 227.74, -13.09, 99.52,293.49, -16.87, 111.53,270.30, -6.71, 17.30,cup_carry
289.64, -16.76, 105.94, 261.64, -10.60, 109.92, 165.01, 23.33, 118.67, 227.72, -13.11, 99.53,293.50, -16.89, 111.51,270.30, -6.86, 17.31,cup_carry
289.66, -16.76, 105.93, 261.66, -10.60, 109.92, 165.05, 23.33, 118.67, 227.72, -13.11, 99.51,293.48, -16.88, 111.54,270.30, -6.91, 17.24,cup_carry
289.66, -16.76, 105.96, 261.70, -10.59, 109.93, 165.12, 23.36, 118.64, 227.76, -13.08, 99.50,293.47, -16.84, 111.58,270.30, -6.83, 17.29,cup_carry
289.68, -16.76, 105.97, 261.72, -10.59, 109.92, 165.19, 23.35, 118.68, 227.76, -13.09, 99.50,293.50, -16.86, 111.55,270.30, -6.93, 17.32,cup_carry
289.70, -16.78, 105.93, 261.74, -10.60, 109.90, 165.25, 23.35, 118.70, 227.76, -13.09, 99.48,293.50, -16.84, 111.56,270.32, -6.91, 17.26,cup_carry
289.71, -16.76, 105.94, 261.77, -10.59, 109.90, 165.31, 23.35, 118.69, 227.79, -13.08, 99.46,293.51, -16.80, 111.57,270.35, -6.76, 17.28,cup_carry
289.73, -16.77, 105.92, 261.80, -10.60, 109.89, 165.38, 23.35, 118.73, 227.80, -13.09, 99.46,293.53, -16.83, 111.55,270.37, -6.81, 17.22,cup_carry
289.75, -16.79, 105.90, 261.82, -10.61, 109.89, 165.45, 23.37, 118.76, 227.82, -13.09, 99.47,293.54, -16.85, 111.54,270.38, -6.83, 17.23,cup_carry
289.77, -16.79, 105.92, 261.85, -10.63, 109.92, 165.55, 23.39, 118.78, 227.86, -13.09, 99.52,293.55, -16.89, 111.53,270.37, -6.92, 17.30,cup_carry
289.77, -16.81, 105.94, 261.86, -10.65, 109.95, 165.66, 23.40, 118.81, 227.87, -13.09, 99.54,293.57, -16.90, 111.53,270.37, -6.99, 17.32,cup_carry
289.81, -16.81, 105.93, 261.93, -10.64, 109.95, 165.74, 23.40, 118.84, 227.91, -13.08, 99.52,293.60, -16.89, 111.49,270.39, -6.98, 17.33,cup_carry
289.85, -16.82, 105.90, 261.98, -10.64, 109.94, 165.80, 23.39, 118.88, 227.90, -13.09, 99.52,293.60, -16.91, 111.47,270.38, -7.09, 17.29,cup_carry
289.84, -16.83, 105.90, 261.99, -10.65, 109.96, 165.85, 23.41, 118.87, 227.90, -13.09, 99.54,293.59, -16.92, 111.49,270.35, -7.15, 17.34,cup_carry
289.84, -16.83, 105.93, 262.00, -10.66, 109.97, 165.91, 23.42, 118.88, 227.91, -13.09, 99.55,293.59, -16.93, 111.49,270.37, -7.07, 17.36,cup_carry
289.86, -16.85, 105.92, 262.02, -10.66, 109.97, 165.96, 23.43, 118.89, 227.91, -13.09, 99.54,293.61, -16.91, 111.49,270.40, -7.04, 17.30,cup_carry
289.89, -16.84, 105.93, 262.08, -10.64, 109.98, 166.03, 23.45, 118.86, 227.94, -13.07, 99.52,293.62, -16.88, 111.50,270.38, -7.05, 17.36,cup_carry
289.93, -16.81, 105.94, 262.11, -10.64, 109.97, 166.08, 23.44, 118.88, 227.92, -13.09, 99.52,293.63, -16.89, 111.49,270.37, -7.14, 17.38,cup_carry
289.94, -16.82, 105.91, 262.11, -10.65, 109.96, 166.10, 23.45, 118.88, 227.91, -13.08, 99.50,293.64, -16.87, 111.50,270.37, -7.15, 17.37,cup_carry
289.96, -16.81, 105.93, 262.14, -10.64, 109.96, 166.15, 23.46, 118.87, 227.93, -13.07, 99.49,293.65, -16.83, 111.51,270.36, -7.13, 17.36,cup_carry
289.98, -16.82, 105.93, 262.19, -10.63, 109.96, 166.19, 23.47, 118.85, 227.95, -13.06, 99.48,293.64, -16.84, 111.51,270.37, -6.99, 17.32,cup_carry
289.97, -16.82, 105.94, 262.18, -10.63, 109.98, 166.24, 23.49, 118.86, 227.93, -13.07, 99.52,293.62, -16.86, 111.53,270.41, -6.81, 17.31,cup_carry
289.95, -16.83, 105.96, 262.19, -10.63, 110.00, 166.28, 23.51, 118.87, 227.95, -13.05, 99.51,293.62, -16.84, 111.55,270.38, -6.93, 17.36,cup_carry
289.98, -16.83, 105.98, 262.24, -10.61, 110.00, 166.33, 23.52, 118.86, 227.97, -13.04, 99.50,293.63, -16.82, 111.57,270.36, -6.99, 17.39,cup_carry
289.99, -16.82, 105.97, 262.25, -10.61, 110.00, 166.37, 23.53, 118.86, 227.95, -13.05, 99.51,293.63, -16.84, 111.55,270.37, -6.94, 17.35,cup_carry
290.00, -16.84, 105.96, 262.25, -10.63, 110.00, 166.42, 23.54, 118.91, 227.92, -13.08, 99.55,293.64, -16.88, 111.53,270.38, -6.90, 17.37,cup_carry
290.01, -16.87, 105.95, 262.26, -10.65, 110.00, 166.48, 23.53, 118.95, 227.90, -13.10, 99.56,293.63, -16.91, 111.53,270.38, -7.00, 17.36,cup_carry
290.02, -16.88, 105.94, 262.30, -10.66, 110.00, 166.55, 23.54, 118.94, 227.93, -13.08, 99.53,293.64, -16.87, 111.53,270.42, -6.84, 17.36,cup_carry
290.05, -16.87, 105.91, 262.34, -10.65, 109.95, 166.61, 23.52, 118.97, 227.93, -13.09, 99.49,293.66, -16.87, 111.49,270.45, -6.78, 17.28,cup_carry
290.08, -16.87, 105.87, 262.38, -10.64, 109.93, 166.63, 23.50, 118.99, 227.91, -13.10, 99.48,293.67, -16.85, 111.49,270.44, -6.84, 17.24,cup_carry
290.09, -16.87, 105.88, 262.39, -10.65, 109.94, 166.69, 23.52, 118.98, 227.91, -13.11, 99.50,293.67, -16.86, 111.50,270.46, -6.70, 17.24,cup_carry
290.10, -16.88, 105.90, 262.41, -10.66, 109.96, 166.78, 23.55, 119.02, 227.93, -13.11, 99.54,293.67, -16.92, 111.48,270.47, -6.77, 17.29,cup_carry
290.11, -16.89, 105.89, 262.42, -10.68, 109.96, 166.85, 23.55, 119.07, 227.91, -13.13, 99.54,293.68, -16.94, 111.47,270.47, -6.91, 17.29,cup_carry
290.14, -16.91, 105.88, 262.44, -10.70, 109.96, 166.90, 23.56, 119.07, 227.94, -13.11, 99.55,293.69, -16.89, 111.48,270.46, -6.89, 17.27,cup_carry
290.11, -16.90, 105.92, 262.45, -10.69, 109.98, 166.96, 23.57, 119.06, 227.98, -13.08, 99.54,293.68, -16.87, 111.50,270.46, -6.83, 17.35,cup_carry
290.12, -16.91, 105.90, 262.48, -10.71, 109.97, 166.98, 23.58, 119.09, 227.95, -13.11, 99.56,293.72, -16.92, 111.44,270.49, -6.82, 17.26,cup_carry
290.15, -16.93, 105.88, 262.50, -10.73, 109.98, 167.04, 23.60, 119.10, 227.96, -13.12, 99.59,293.72, -16.95, 111.45,270.49, -6.92, 17.25,cup_carry
290.15, -16.93, 105.92, 262.51, -10.74, 110.02, 167.11, 23.62, 119.10, 227.97, -13.10, 99.61,293.73, -16.95, 111.45,270.47, -7.00, 17.35,cup_carry
290.18, -16.93, 105.92, 262.52, -10.74, 110.01, 167.17, 23.62, 119.12, 227.98, -13.11, 99.59,293.75, -16.95, 111.42,270.46, -7.11, 17.35,cup_carry
290.22, -16.91, 105.89, 262.56, -10.74, 109.98, 167.21, 23.62, 119.12, 228.00, -13.10, 99.55,293.76, -16.91, 111.43,270.49, -6.97, 17.30,cup_carry
132.05, 5.14, 6.99, 119.27, -0.76, -15.23, 204.64, 1.15, -107.70, 180.24, -12.78, -52.39,130.65, 7.00, -0.85,164.46, 2.62, -93.53,phone_answer
132.04, 5.12, 6.99, 119.19, -0.69, -15.19, 204.64, 1.14, -107.67, 180.22, -12.80, -52.37,130.61, 7.04, -0.83,164.42, 2.64, -93.51,phone_answer
132.00, 5.15, 7.02, 119.15, -0.69, -15.17, 204.63, 1.12, -107.67, 180.21, -12.79, -52.36,130.57, 7.08, -0.80,164.40, 2.64, -93.49,phone_answer
131.97, 5.15, 7.03, 119.12, -0.71, -15.14, 204.64, 1.13, -107.69, 180.23, -12.84, -52.38,130.55, 7.08, -0.77,164.41, 2.61, -93.52,phone_answer
131.98, 5.14, 7.00, 119.13, -0.75, -15.16, 204.68, 1.15, -107.69, 180.24, -12.85, -52.38,130.57, 7.07, -0.80,164.41, 2.59, -93.55,phone_answer
131.97, 5.17, 6.98, 119.12, -0.73, -15.20, 204.74, 1.18, -107.71, 180.28, -12.86, -52.43,130.56, 7.03, -0.87,164.42, 2.55, -93.58,phone_answer
131.97, 5.13, 6.93, 119.10, -0.78, -15.25, 204.78, 1.19, -107.73, 180.29, -12.86, -52.48,130.53, 6.99, -0.87,164.41, 2.52, -93.60,phone_answer
131.98, 5.07, 6.91, 119.12, -0.83, -15.27, 204.82, 1.18, -107.75, 180.32, -12.87, -52.52,130.56, 6.90, -0.88,164.44, 2.47, -93.62,phone_answer
132.01, 5.02, 6.85, 119.11, -0.84, -15.33, 204.89, 1.16, -107.76, 180.35, -12.93, -52.56,130.56, 6.83, -0.96,164.42, 2.46, -93.63,phone_answer
131.99, 5.02, 6.79, 119.09, -0.89, -15.39, 204.87, 1.15, -107.76, 180.33, -12.95, -52.56,130.49, 6.85, -1.04,164.36, 2.49, -93.61,phone_answer
131.93, 5.03, 6.78, 119.00, -0.86, -15.38, 204.83, 1.14, -107.75, 180.26, -12.91, -52.54,130.42, 6.83, -1.04,164.29, 2.50, -93.58,phone_answer
131.87, 5.02, 6.81, 118.89, -0.84, -15.35, 204.80, 1.13, -107.75, 180.19, -12.88, -52.50,130.41, 6.81, -1.00,164.25, 2.53, -93.55,phone_answer
